event_id,phone_number,from_country_code,datacenter,song_id,timestamp
dc-italy-EVT-1781819264-000000086,+39647433971,IT,dc-italy,1,2026-06-18T21:47:44
dc-italy-EVT-1781819264-000000087,+39243429655,IT,dc-italy,1,2026-06-18T21:47:44
dc-italy-EVT-1781819264-000000088,+39236964601,IT,dc-italy,1,2026-06-18T21:47:44
dc-italy-EVT-1781819264-000000089,+39529897981,IT,dc-italy,2,2026-06-18T21:47:44
dc-italy-EVT-1781819264-000000090,+39961350728,IT,dc-italy,2,2026-06-18T21:47:44
dc-italy-EVT-1781819264-000000091,+39479540858,IT,dc-italy,2,2026-06-18T21:47:44
dc-italy-EVT-1781819264-000000092,+39527459434,IT,dc-italy,1,2026-06-18T21:47:44
dc-italy-EVT-1781819264-000000093,+39543844128,IT,dc-italy,2,2026-06-18T21:47:44
dc-italy-EVT-1781819264-000000094,+39808850461,IT,dc-italy,2,2026-06-18T21:47:44
dc-italy-EVT-1781819264-000000095,+39949010363,IT,dc-italy,2,2026-06-18T21:47:44
dc-italy-EVT-1781819264-000000096,+39280968442,IT,dc-italy,2,2026-06-18T21:47:44
dc-italy-EVT-1781819264-000000097,+39160414105,IT,dc-italy,2,2026-06-18T21:47:44
dc-italy-EVT-1781819264-000000098,+39765765505,IT,dc-italy,2,2026-06-18T21:47:44
dc-italy-EVT-1781819264-000000099,+39686678425,IT,dc-italy,2,2026-06-18T21:47:44
dc-italy-EVT-1781819264-000000100,+39976365954,IT,dc-italy,2,2026-06-18T21:47:44
dc-italy-EVT-1781819264-000000101,+39621821706,IT,dc-italy,1,2026-06-18T21:47:44
dc-italy-EVT-1781819264-000000102,+39985511197,IT,dc-italy,2,2026-06-18T21:47:44
dc-italy-EVT-1781819264-000000103,+39452887350,IT,dc-italy,2,2026-06-18T21:47:44
dc-italy-EVT-1781819264-000000104,+39906457888,IT,dc-italy,2,2026-06-18T21:47:44
dc-italy-EVT-1781819264-000000105,+39604846069,IT,dc-italy,1,2026-06-18T21:47:44
dc-italy-EVT-1781819264-000000106,+39865793843,IT,dc-italy,2,2026-06-18T21:47:44
dc-italy-EVT-1781819264-000000107,+39168283580,IT,dc-italy,2,2026-06-18T21:47:44
dc-italy-EVT-1781819264-000000108,+39141318397,IT,dc-italy,2,2026-06-18T21:47:44
dc-italy-EVT-1781819264-000000109,+39785594837,IT,dc-italy,1,2026-06-18T21:47:44
dc-france-EVT-1781819265-000000100,+33661337269,FR,dc-france,3,2026-06-18T21:47:45
dc-france-EVT-1781819265-000000101,+33425502819,FR,dc-france,3,2026-06-18T21:47:45
dc-france-EVT-1781819265-000000102,+33615891219,FR,dc-france,3,2026-06-18T21:47:45
dc-france-EVT-1781819265-000000103,+33466837965,FR,dc-france,3,2026-06-18T21:47:45
dc-france-EVT-1781819265-000000104,+33448312364,FR,dc-france,1,2026-06-18T21:47:45
dc-france-EVT-1781819265-000000105,+33410149529,FR,dc-france,1,2026-06-18T21:47:45
dc-france-EVT-1781819265-000000106,+33656642933,FR,dc-france,3,2026-06-18T21:47:45
dc-france-EVT-1781819265-000000107,+33616366679,FR,dc-france,3,2026-06-18T21:47:45
dc-france-EVT-1781819265-000000108,+33783041846,FR,dc-france,3,2026-06-18T21:47:45
dc-france-EVT-1781819265-000000109,+33674760044,FR,dc-france,3,2026-06-18T21:47:45
dc-france-EVT-1781819265-000000110,+33621039226,FR,dc-france,3,2026-06-18T21:47:45
dc-france-EVT-1781819265-000000111,+33351725720,FR,dc-france,3,2026-06-18T21:47:45
dc-france-EVT-1781819265-000000112,+33975192559,FR,dc-france,3,2026-06-18T21:47:45
dc-france-EVT-1781819265-000000113,+33277228703,FR,dc-france,1,2026-06-18T21:47:45
dc-france-EVT-1781819265-000000114,+33978743378,FR,dc-france,3,2026-06-18T21:47:45
dc-france-EVT-1781819265-000000115,+33801143170,FR,dc-france,3,2026-06-18T21:47:45
dc-france-EVT-1781819265-000000116,+33578633742,FR,dc-france,3,2026-06-18T21:47:45
dc-france-EVT-1781819265-000000117,+33993987276,FR,dc-france,3,2026-06-18T21:47:45
dc-france-EVT-1781819265-000000118,+33992377404,FR,dc-france,3,2026-06-18T21:47:45
dc-france-EVT-1781819265-000000119,+33981230838,FR,dc-france,3,2026-06-18T21:47:45
dc-france-EVT-1781819265-000000120,+33308731276,FR,dc-france,3,2026-06-18T21:47:45
dc-france-EVT-1781819265-000000121,+33401360554,FR,dc-france,3,2026-06-18T21:47:45
dc-france-EVT-1781819265-000000122,+33626573875,FR,dc-france,1,2026-06-18T21:47:45
dc-france-EVT-1781819265-000000123,+33672595492,FR,dc-france,3,2026-06-18T21:47:45
dc-france-EVT-1781819265-000000124,+33981492581,FR,dc-france,3,2026-06-18T21:47:45
dc-france-EVT-1781819265-000000125,+33343435476,FR,dc-france,3,2026-06-18T21:47:45
dc-france-EVT-1781819265-000000126,+33621598882,FR,dc-france,1,2026-06-18T21:47:45
dc-sweden-EVT-1781819265-000000101,+46175354578,SE,dc-sweden,3,2026-06-18T21:47:45
dc-sweden-EVT-1781819265-000000102,+46442021755,SE,dc-sweden,2,2026-06-18T21:47:45
dc-sweden-EVT-1781819265-000000103,+46130755749,SE,dc-sweden,2,2026-06-18T21:47:45
dc-sweden-EVT-1781819265-000000104,+46214873523,SE,dc-sweden,2,2026-06-18T21:47:45
dc-sweden-EVT-1781819265-000000105,+46795819988,SE,dc-sweden,3,2026-06-18T21:47:45
dc-sweden-EVT-1781819265-000000106,+46597780562,SE,dc-sweden,2,2026-06-18T21:47:45
dc-sweden-EVT-1781819265-000000107,+46553028554,SE,dc-sweden,2,2026-06-18T21:47:45
dc-sweden-EVT-1781819265-000000108,+46420952695,SE,dc-sweden,2,2026-06-18T21:47:45
dc-sweden-EVT-1781819265-000000109,+46582566329,SE,dc-sweden,3,2026-06-18T21:47:45
dc-sweden-EVT-1781819265-000000110,+46986428213,SE,dc-sweden,2,2026-06-18T21:47:45
dc-sweden-EVT-1781819265-000000111,+46687606746,SE,dc-sweden,2,2026-06-18T21:47:45
dc-sweden-EVT-1781819265-000000112,+46748637405,SE,dc-sweden,2,2026-06-18T21:47:45
dc-sweden-EVT-1781819265-000000113,+46411862045,SE,dc-sweden,3,2026-06-18T21:47:45
dc-sweden-EVT-1781819265-000000114,+46735964228,SE,dc-sweden,3,2026-06-18T21:47:45
dc-sweden-EVT-1781819265-000000115,+46433607859,SE,dc-sweden,2,2026-06-18T21:47:45
dc-sweden-EVT-1781819265-000000116,+46803734245,SE,dc-sweden,3,2026-06-18T21:47:45
dc-sweden-EVT-1781819265-000000117,+46241439621,SE,dc-sweden,3,2026-06-18T21:47:45
dc-sweden-EVT-1781819265-000000118,+46560916772,SE,dc-sweden,3,2026-06-18T21:47:45
dc-sweden-EVT-1781819265-000000119,+46725950220,SE,dc-sweden,3,2026-06-18T21:47:45
dc-sweden-EVT-1781819265-000000120,+46488477517,SE,dc-sweden,3,2026-06-18T21:47:45
dc-sweden-EVT-1781819265-000000121,+46651574357,SE,dc-sweden,3,2026-06-18T21:47:45
dc-sweden-EVT-1781819265-000000122,+46708187485,SE,dc-sweden,2,2026-06-18T21:47:45
dc-sweden-EVT-1781819265-000000123,+46203409872,SE,dc-sweden,2,2026-06-18T21:47:45
dc-sweden-EVT-1781819265-000000124,+46883419464,SE,dc-sweden,2,2026-06-18T21:47:45
dc-sweden-EVT-1781819265-000000125,+46977345939,SE,dc-sweden,3,2026-06-18T21:47:45
dc-italy-EVT-1781819265-000000110,+39606222938,IT,dc-italy,1,2026-06-18T21:47:45
dc-italy-EVT-1781819265-000000111,+39856775295,IT,dc-italy,1,2026-06-18T21:47:45
dc-italy-EVT-1781819265-000000112,+39262813773,IT,dc-italy,2,2026-06-18T21:47:45
dc-italy-EVT-1781819265-000000113,+39705643730,IT,dc-italy,2,2026-06-18T21:47:45
dc-italy-EVT-1781819265-000000114,+39303568567,IT,dc-italy,2,2026-06-18T21:47:45
dc-italy-EVT-1781819265-000000115,+39359789194,IT,dc-italy,2,2026-06-18T21:47:45
dc-italy-EVT-1781819265-000000116,+39773281402,IT,dc-italy,1,2026-06-18T21:47:45
dc-italy-EVT-1781819265-000000117,+39896082848,IT,dc-italy,2,2026-06-18T21:47:45
dc-italy-EVT-1781819265-000000118,+39247366608,IT,dc-italy,2,2026-06-18T21:47:45
dc-italy-EVT-1781819265-000000119,+39287101831,IT,dc-italy,2,2026-06-18T21:47:45
dc-italy-EVT-1781819265-000000120,+39476542396,IT,dc-italy,2,2026-06-18T21:47:45
dc-italy-EVT-1781819265-000000121,+39491664518,IT,dc-italy,1,2026-06-18T21:47:45
dc-italy-EVT-1781819265-000000122,+39263867273,IT,dc-italy,2,2026-06-18T21:47:45
dc-italy-EVT-1781819265-000000123,+39548245383,IT,dc-italy,1,2026-06-18T21:47:45
dc-italy-EVT-1781819265-000000124,+39686972282,IT,dc-italy,2,2026-06-18T21:47:45
dc-france-EVT-1781819266-000000127,+33407400849,FR,dc-france,3,2026-06-18T21:47:46
dc-france-EVT-1781819266-000000128,+33618457862,FR,dc-france,3,2026-06-18T21:47:46
dc-france-EVT-1781819266-000000129,+33592754752,FR,dc-france,3,2026-06-18T21:47:46
dc-france-EVT-1781819266-000000130,+33789614202,FR,dc-france,3,2026-06-18T21:47:46
dc-france-EVT-1781819266-000000131,+33321144178,FR,dc-france,3,2026-06-18T21:47:46
dc-france-EVT-1781819266-000000132,+33998798075,FR,dc-france,3,2026-06-18T21:47:46
dc-france-EVT-1781819266-000000133,+33751616410,FR,dc-france,3,2026-06-18T21:47:46
dc-france-EVT-1781819266-000000134,+33528916191,FR,dc-france,3,2026-06-18T21:47:46
dc-france-EVT-1781819266-000000135,+33739112913,FR,dc-france,1,2026-06-18T21:47:46
dc-france-EVT-1781819266-000000136,+33549707099,FR,dc-france,3,2026-06-18T21:47:46
dc-france-EVT-1781819266-000000137,+33819402309,FR,dc-france,3,2026-06-18T21:47:46
dc-france-EVT-1781819266-000000138,+33738674271,FR,dc-france,3,2026-06-18T21:47:46
dc-france-EVT-1781819266-000000139,+33677825447,FR,dc-france,3,2026-06-18T21:47:46
dc-france-EVT-1781819266-000000140,+33464809227,FR,dc-france,3,2026-06-18T21:47:46
dc-france-EVT-1781819266-000000141,+33791663396,FR,dc-france,3,2026-06-18T21:47:46
dc-france-EVT-1781819266-000000142,+33205973702,FR,dc-france,3,2026-06-18T21:47:46
dc-sweden-EVT-1781819266-000000126,+46745193788,SE,dc-sweden,3,2026-06-18T21:47:46
dc-sweden-EVT-1781819266-000000127,+46675786213,SE,dc-sweden,2,2026-06-18T21:47:46
dc-sweden-EVT-1781819266-000000128,+46270691722,SE,dc-sweden,3,2026-06-18T21:47:46
dc-sweden-EVT-1781819266-000000129,+46439688754,SE,dc-sweden,2,2026-06-18T21:47:46
dc-sweden-EVT-1781819266-000000130,+46869435318,SE,dc-sweden,3,2026-06-18T21:47:46
dc-sweden-EVT-1781819266-000000131,+46331658374,SE,dc-sweden,2,2026-06-18T21:47:46
dc-sweden-EVT-1781819266-000000132,+46513028588,SE,dc-sweden,2,2026-06-18T21:47:46
dc-sweden-EVT-1781819266-000000133,+46880606960,SE,dc-sweden,2,2026-06-18T21:47:46
dc-sweden-EVT-1781819266-000000134,+46701062632,SE,dc-sweden,3,2026-06-18T21:47:46
dc-sweden-EVT-1781819266-000000135,+46168229300,SE,dc-sweden,3,2026-06-18T21:47:46
dc-sweden-EVT-1781819266-000000136,+46178367449,SE,dc-sweden,2,2026-06-18T21:47:46
dc-sweden-EVT-1781819266-000000137,+46539687093,SE,dc-sweden,3,2026-06-18T21:47:46
dc-sweden-EVT-1781819266-000000138,+46437281578,SE,dc-sweden,3,2026-06-18T21:47:46
dc-sweden-EVT-1781819266-000000139,+46508437168,SE,dc-sweden,3,2026-06-18T21:47:46
dc-sweden-EVT-1781819266-000000140,+46703417779,SE,dc-sweden,3,2026-06-18T21:47:46
dc-sweden-EVT-1781819266-000000141,+46894572768,SE,dc-sweden,2,2026-06-18T21:47:46
dc-sweden-EVT-1781819266-000000142,+46858843136,SE,dc-sweden,3,2026-06-18T21:47:46
dc-sweden-EVT-1781819266-000000143,+46327433364,SE,dc-sweden,2,2026-06-18T21:47:46
dc-italy-EVT-1781819266-000000125,+39802497124,IT,dc-italy,1,2026-06-18T21:47:46
dc-italy-EVT-1781819266-000000126,+39418563105,IT,dc-italy,1,2026-06-18T21:47:46
dc-italy-EVT-1781819266-000000127,+39615710547,IT,dc-italy,2,2026-06-18T21:47:46
dc-italy-EVT-1781819266-000000128,+39801443202,IT,dc-italy,2,2026-06-18T21:47:46
dc-italy-EVT-1781819266-000000129,+39424635184,IT,dc-italy,2,2026-06-18T21:47:46
dc-italy-EVT-1781819266-000000130,+39334664445,IT,dc-italy,1,2026-06-18T21:47:46
dc-italy-EVT-1781819266-000000131,+39206019773,IT,dc-italy,2,2026-06-18T21:47:46
dc-italy-EVT-1781819266-000000132,+39407361716,IT,dc-italy,1,2026-06-18T21:47:46
dc-italy-EVT-1781819266-000000133,+39447184279,IT,dc-italy,2,2026-06-18T21:47:46
dc-italy-EVT-1781819266-000000134,+39355338580,IT,dc-italy,2,2026-06-18T21:47:46
dc-italy-EVT-1781819266-000000135,+39942235065,IT,dc-italy,1,2026-06-18T21:47:46
dc-italy-EVT-1781819266-000000136,+39743486888,IT,dc-italy,2,2026-06-18T21:47:46
dc-italy-EVT-1781819266-000000137,+39463682065,IT,dc-italy,2,2026-06-18T21:47:46
dc-italy-EVT-1781819266-000000138,+39516668396,IT,dc-italy,2,2026-06-18T21:47:46
dc-italy-EVT-1781819266-000000139,+39829275674,IT,dc-italy,2,2026-06-18T21:47:46
dc-italy-EVT-1781819266-000000140,+39568430204,IT,dc-italy,1,2026-06-18T21:47:46
dc-italy-EVT-1781819266-000000141,+39877127934,IT,dc-italy,2,2026-06-18T21:47:46
dc-italy-EVT-1781819266-000000142,+39602984804,IT,dc-italy,2,2026-06-18T21:47:46
dc-italy-EVT-1781819266-000000143,+39904301707,IT,dc-italy,2,2026-06-18T21:47:46
dc-italy-EVT-1781819266-000000144,+39589004615,IT,dc-italy,2,2026-06-18T21:47:46
dc-italy-EVT-1781819266-000000145,+39283226745,IT,dc-italy,2,2026-06-18T21:47:46
dc-italy-EVT-1781819266-000000146,+39385485896,IT,dc-italy,2,2026-06-18T21:47:46
dc-italy-EVT-1781819266-000000147,+39519121298,IT,dc-italy,2,2026-06-18T21:47:46
dc-france-EVT-1781819267-000000143,+33408279198,FR,dc-france,3,2026-06-18T21:47:47
dc-france-EVT-1781819267-000000144,+33310266014,FR,dc-france,3,2026-06-18T21:47:47
dc-france-EVT-1781819267-000000145,+33955416290,FR,dc-france,3,2026-06-18T21:47:47
dc-france-EVT-1781819267-000000146,+33208204718,FR,dc-france,3,2026-06-18T21:47:47
dc-france-EVT-1781819267-000000147,+33931418493,FR,dc-france,3,2026-06-18T21:47:47
dc-france-EVT-1781819267-000000148,+33536266430,FR,dc-france,3,2026-06-18T21:47:47
dc-france-EVT-1781819267-000000149,+33924763145,FR,dc-france,3,2026-06-18T21:47:47
dc-france-EVT-1781819267-000000150,+33963221446,FR,dc-france,3,2026-06-18T21:47:47
dc-france-EVT-1781819267-000000151,+33696220652,FR,dc-france,3,2026-06-18T21:47:47
dc-france-EVT-1781819267-000000152,+33600079719,FR,dc-france,3,2026-06-18T21:47:47
dc-france-EVT-1781819267-000000153,+33476324346,FR,dc-france,3,2026-06-18T21:47:47
dc-france-EVT-1781819267-000000154,+33907877715,FR,dc-france,1,2026-06-18T21:47:47
dc-france-EVT-1781819267-000000155,+33371343914,FR,dc-france,3,2026-06-18T21:47:47
dc-france-EVT-1781819267-000000156,+33813197979,FR,dc-france,1,2026-06-18T21:47:47
dc-france-EVT-1781819267-000000157,+33378938769,FR,dc-france,3,2026-06-18T21:47:47
dc-france-EVT-1781819267-000000158,+33559747392,FR,dc-france,1,2026-06-18T21:47:47
dc-france-EVT-1781819267-000000159,+33602257603,FR,dc-france,3,2026-06-18T21:47:47
dc-france-EVT-1781819267-000000160,+33446528994,FR,dc-france,3,2026-06-18T21:47:47
dc-france-EVT-1781819267-000000161,+33907082526,FR,dc-france,3,2026-06-18T21:47:47
dc-france-EVT-1781819267-000000162,+33780203215,FR,dc-france,1,2026-06-18T21:47:47
dc-france-EVT-1781819267-000000163,+33100088763,FR,dc-france,1,2026-06-18T21:47:47
dc-france-EVT-1781819267-000000164,+33410979099,FR,dc-france,3,2026-06-18T21:47:47
dc-france-EVT-1781819267-000000165,+33159723146,FR,dc-france,3,2026-06-18T21:47:47
dc-sweden-EVT-1781819267-000000144,+46623856562,SE,dc-sweden,3,2026-06-18T21:47:47
dc-sweden-EVT-1781819267-000000145,+46982668263,SE,dc-sweden,3,2026-06-18T21:47:47
dc-sweden-EVT-1781819267-000000146,+46478393843,SE,dc-sweden,3,2026-06-18T21:47:47
dc-sweden-EVT-1781819267-000000147,+46266004385,SE,dc-sweden,2,2026-06-18T21:47:47
dc-sweden-EVT-1781819267-000000148,+46552281898,SE,dc-sweden,3,2026-06-18T21:47:47
dc-sweden-EVT-1781819267-000000149,+46950783478,SE,dc-sweden,3,2026-06-18T21:47:47
dc-sweden-EVT-1781819267-000000150,+46755172111,SE,dc-sweden,2,2026-06-18T21:47:47
dc-sweden-EVT-1781819267-000000151,+46611673520,SE,dc-sweden,2,2026-06-18T21:47:47
dc-sweden-EVT-1781819267-000000152,+46446446678,SE,dc-sweden,3,2026-06-18T21:47:47
dc-sweden-EVT-1781819267-000000153,+46351131819,SE,dc-sweden,3,2026-06-18T21:47:47
dc-sweden-EVT-1781819267-000000154,+46206880144,SE,dc-sweden,2,2026-06-18T21:47:47
dc-sweden-EVT-1781819267-000000155,+46548065456,SE,dc-sweden,3,2026-06-18T21:47:47
dc-sweden-EVT-1781819267-000000156,+46815377218,SE,dc-sweden,2,2026-06-18T21:47:47
dc-sweden-EVT-1781819267-000000157,+46434112953,SE,dc-sweden,2,2026-06-18T21:47:47
dc-sweden-EVT-1781819267-000000158,+46438103835,SE,dc-sweden,2,2026-06-18T21:47:47
dc-sweden-EVT-1781819267-000000159,+46608656931,SE,dc-sweden,3,2026-06-18T21:47:47
dc-sweden-EVT-1781819267-000000160,+46797557969,SE,dc-sweden,2,2026-06-18T21:47:47
dc-sweden-EVT-1781819267-000000161,+46898372815,SE,dc-sweden,2,2026-06-18T21:47:47
dc-sweden-EVT-1781819267-000000162,+46714395500,SE,dc-sweden,2,2026-06-18T21:47:47
dc-sweden-EVT-1781819267-000000163,+46843445147,SE,dc-sweden,3,2026-06-18T21:47:47
dc-sweden-EVT-1781819267-000000164,+46632533895,SE,dc-sweden,2,2026-06-18T21:47:47
dc-sweden-EVT-1781819267-000000165,+46627323424,SE,dc-sweden,3,2026-06-18T21:47:47
dc-italy-EVT-1781819267-000000148,+39390957304,IT,dc-italy,2,2026-06-18T21:47:47
dc-italy-EVT-1781819267-000000149,+39425150007,IT,dc-italy,2,2026-06-18T21:47:47
dc-italy-EVT-1781819267-000000150,+39535552568,IT,dc-italy,2,2026-06-18T21:47:47
dc-italy-EVT-1781819267-000000151,+39336590624,IT,dc-italy,2,2026-06-18T21:47:47
dc-italy-EVT-1781819267-000000152,+39450349973,IT,dc-italy,2,2026-06-18T21:47:47
dc-italy-EVT-1781819267-000000153,+39302978683,IT,dc-italy,2,2026-06-18T21:47:47
dc-italy-EVT-1781819267-000000154,+39697767889,IT,dc-italy,2,2026-06-18T21:47:47
dc-italy-EVT-1781819267-000000155,+39752270565,IT,dc-italy,1,2026-06-18T21:47:47
dc-italy-EVT-1781819267-000000156,+39925033931,IT,dc-italy,2,2026-06-18T21:47:47
dc-italy-EVT-1781819267-000000157,+39769398703,IT,dc-italy,2,2026-06-18T21:47:47
dc-italy-EVT-1781819267-000000158,+39393845687,IT,dc-italy,2,2026-06-18T21:47:47
dc-italy-EVT-1781819267-000000159,+39162113873,IT,dc-italy,2,2026-06-18T21:47:47
dc-italy-EVT-1781819267-000000160,+39434723864,IT,dc-italy,1,2026-06-18T21:47:47
dc-italy-EVT-1781819267-000000161,+39898526529,IT,dc-italy,2,2026-06-18T21:47:47
dc-italy-EVT-1781819267-000000162,+39525551374,IT,dc-italy,2,2026-06-18T21:47:47
dc-italy-EVT-1781819267-000000163,+39446307019,IT,dc-italy,1,2026-06-18T21:47:47
dc-italy-EVT-1781819267-000000164,+39545464988,IT,dc-italy,1,2026-06-18T21:47:47
dc-france-EVT-1781819268-000000166,+33280733662,FR,dc-france,3,2026-06-18T21:47:48
dc-sweden-EVT-1781819268-000000166,+46533766780,SE,dc-sweden,3,2026-06-18T21:47:48
dc-italy-EVT-1781819268-000000165,+39824123554,IT,dc-italy,1,2026-06-18T21:47:48
dc-france-EVT-1781819269-000000167,+33287175237,FR,dc-france,3,2026-06-18T21:47:49
dc-sweden-EVT-1781819269-000000167,+46350200146,SE,dc-sweden,3,2026-06-18T21:47:49
dc-italy-EVT-1781819269-000000166,+39401482027,IT,dc-italy,1,2026-06-18T21:47:49
